0,1,2,3,gold formula
"( ( ( x_1 >= -0.666 or x_1 >= -0.666 ) and ( x_2 >= -0.666 or x_1 >= -0.666 ) ) until[1,inf] ( ( x_1 >= -0.666 or x_2 >= -0.666 ) or ( x_1 >= -0.666 until[15,23] x_2 >= -0.666 ) ) )","( ( ( ( x_2 >= -0.7055 or x_2 >= -0.7055 ) or ( x_2 >= -0.0555 and x_2 >= -0.0555 ) ) or ( ( x_2 >= -0.0555 and x_2 >= -0.0555 ) and ( x_2 >= -0.0555 or x_2 >= -0.0555 ) ) ) until[1,20] ( ( ( x_0 <= -0.0525 or x_2 >= -0.0555 ) or ( x_2 >= -0.0555 and x_2 >= -0.0555 ) ) or ( ( x_2 >= -0.2955 and x_2 >= -0.0555 ) until[29,32] ( x_2 >= -0.5555 and x_2 >= -0.5555 ) ) ) )","((x_2>=-0.6637orx_1>=-0.866)and(x_2>=-0.6633orx_1>=-0.666))until[10,19]((x_2>=-0.6637orx_1>=-0.699)or(x_2>=-0.6637andx_2>=-0.666)))","( x_2 >= -1.0929 until[16,18] x_1 >= -1.0929 )","not ( eventually[12,21] ( ( x_2 <= -1.0052 or x_1 <= -1.0742 ) ) )"
"( ( ( ( x_0 >= -0.056 or x_0 >= -0.056 ) or ( x_0 >= -0.156 or x_0 >= -0.056 ) ) or ( ( x_1 >= -0.156 or x_1 >= -0.056 ) or ( x_1 >= -0.166 or x_1 >= -0.0661 ) ) ) until[26,32] ( ( ( x_2 <= -0.266 or x_2 <= -0.266 ) and ( x_0 >= -0.166 or x_2 <= -0.2661 ) ) until[2,inf] ( ( x_2 <= -0.366 or x_2 <= -0.366 ) and ( x_0 >= -0.166 or x_2 <= -0.266 ) ) ) )","( ( ( ( x_2 <= -0.2155 or x_2 <= -0.2225 ) or ( x_2 <= -0.2215 and x_2 <= -0.2225 ) ) until[29,32] ( ( x_2 <= -0.2215 or x_2 <= -0.2225 ) or ( x_2 <= -0.2225 and x_2 <= -0.2225 ) ) ) until[25,30] not ( ( ( x_0 <= -0.2215 and x_2 >= -0.2225 ) and ( x_2 >= -0.2225 and x_2 >= -0.2225 ) ) ) )","(((x_2<=-0.0637orx_2<=-0.0697)or(x_2<=-0.0637orx_2<=-0.0697))or((x_0>=-0.0067andx_2<=-0.0997)and(x_0>=-0.0067orx_0>=-0.0997)))until[25,31](((x_2<=-0.0637orx_2<=-0.0997)or(x_2<=-0.0637orx_2<=-0.069))until[10,inf]((x_2<=-0.0637orx_2<=-0.099)or(x_0>=-0.0037orx_2<=-0.099))))","( x_0 >= -1.0999 until[19,inf] ( x_2 <= -0.3222 until[19,21] x_2 <= -0.3922 ) )","( ( x_2 <= 0.5705 or eventually[9,12] ( ( x_2 <= -2.3498 until[10,inf] x_1 <= -0.9511 ) ) ) and ( ( ( x_2 <= 0.3516 or x_0 <= -0.9816 ) until[11,inf] ( x_1 <= 1.504 until[15,17] not ( always[1,12] ( eventually[6,inf] ( x_2 >= -0.3639 ) ) ) ) ) and x_0 >= -0.8914 ) )"
"( ( ( x_2 >= 0.5332 or x_2 >= 0.5332 ) or ( x_2 >= 0.5332 or x_2 >= 0.5332 ) ) until[23,33] ( ( x_2 >= 0.5532 or x_2 >= 0.5332 ) or ( x_2 >= 0.5532 or x_2 >= 0.5232 ) ) )","( ( ( x_2 >= -0.1555 or x_2 >= 0.5255 ) until[1,21] ( x_2 >= 0.5255 or x_2 >= -0.2555 ) ) until[1,22] ( ( x_2 >= -0.1555 or x_2 >= -0.2555 ) or ( x_2 >= 0.5555 or x_2 >= -0.4555 ) ) )","((x_2>= 0.5111orx_2>= 0.5299)and(x_2>= 0.5331orx_2>= 0.5299))until[10,28]((x_2>= 0.5631orx_2>= 0.5699)or(x_2>= 0.5637until[12,29]x_2>= 0.5999)))","eventually[19,21] ( x_2 >= 0.6223 )","always[16,20] ( x_2 >= 0.5817 )"
"( ( ( ( x_0 >= -0.055 or x_0 >= -0.054 ) or ( x_0 >= -0.054 or x_0 >= -0.054 ) ) or ( ( x_0 >= -0.254 or x_0 >= -0.054 ) or ( x_0 >= -0.2542 or x_0 >= -0.0542 ) ) ) until[29,32] always[1,inf] ( not ( eventually[1,inf] ( x_2 >= 0.1341 ) ) ) )","always[20,22] ( eventually[29,34] ( ( ( x_2 <= 0.0515 or x_2 <= -0.0525 ) until[21,24] ( x_2 <= -0.0225 or x_1 <= -0.2225 ) ) ) )","ventually[10,inf]((((x_2<= 0.0337orx_2<= 0.0397)or(x_2<= 0.0337andx_2<= 0.0397))until[10,19]((x_2<= 0.0337orx_2<= 0.0397)or(x_2<= 0.0337orx_2<= 0.039))))","always[19,inf] ( ( x_2 <= 0.0929 or x_2 <= -0.0929 ) )","eventually[3,16] ( ( ( x_2 >= 0.7381 until ( x_0 <= -1.2229 until x_1 >= 1.5174 ) ) or not ( eventually[15,inf] ( always[14,17] ( eventually ( ( x_2 >= 0.8563 or x_2 >= 0.123 ) ) ) ) ) ) )"
"( ( ( ( x_2 >= -0.3533 or x_2 >= -0.3533 ) or ( x_2 >= -0.2532 or x_2 >= -0.2532 ) ) or ( ( x_2 >= -0.2532 or x_2 >= -0.2532 ) or ( x_2 >= -0.2532 or x_2 >= -0.2532 ) ) ) until[23,33] not ( eventually[1,inf] ( not ( x_2 >= 1.0332 ) ) ) )","( ( ( ( x_2 >= -0.1555 or x_2 >= -0.2225 ) until[2,25] ( x_2 >= -0.1525 until[2,25] x_2 >= -0.1555 ) ) or ( ( x_2 >= -0.2225 or x_2 >= -0.2225 ) until[25,33] ( x_2 >= -0.2525 or x_2 >= -0.2225 ) ) ) until[15,21] not ( ( ( x_2 <= 0.9555 and x_2 <= 1.0225 ) and ( x_2 <= -0.2525 and x_2 <= -0.2555 ) ) ) )","(((x_0>=-0.0511orx_0>= 0.0097)and(x_0>= 0.0061orx_0>= 0.0099))or((x_0>=-0.0091andx_0>= 0.0099)and(x_0>=-0.0091andx_0>= 0.0099)))until[25,30]eventually[19,21](eventually[10,inf](not(x_2<= 0.9999))))","eventually[19,inf] ( x_2 >= 1.1324 )","eventually[5,inf] ( not ( always[15,21] ( x_2 <= 1.1313 ) ) )"
"( ( ( x_0 >= -0.643 or x_0 >= -0.443 ) or ( x_2 >= -0.363 until[1,inf] x_0 >= -0.643 ) ) until[1,inf] ( ( x_2 >= -0.363 or x_1 >= -0.223 ) or ( x_0 >= -0.366 until[15,23] x_2 >= -0.366 ) ) )","( ( ( ( x_2 >= -0.0055 or x_2 >= -0.0055 ) or ( x_0 <= -0.0055 and x_2 >= -0.0055 ) ) or ( ( x_0 <= -0.0525 and x_2 >= -0.0055 ) or ( x_2 >= -0.0055 and x_2 >= -0.0055 ) ) ) until[15,22] ( ( ( x_0 >= -0.0525 or x_2 >= -0.0525 ) or ( x_2 >= -0.0555 and x_2 >= -0.0555 ) ) or ( ( x_2 >= -0.0555 and x_2 >= -0.0555 ) and ( x_2 >= -0.0555 or x_2 >= -0.0555 ) ) ) )","(((x_2>=-0.0631orx_2>=-0.066)and(x_0>=-0.2637orx_2>=-0.096))or((x_2>=-0.0637andx_2>=-0.066)and(x_0>=-0.0637andx_2>=-0.069)))until[10,19](((x_2>=-0.0637orx_2>=-0.066)or(x_0>=-0.3637andx_0>=-0.396))or((x_2>=-0.0637andx_2>=-0.069)and(x_2>=-0.0637andx_2>=-0.069))))",( ( x_0 >= -0.8292 or x_2 >= -0.9222 ) and x_0 >= -1.0929 ),"( ( ( x_0 >= -0.5516 or x_2 <= 0.026 ) until[17,inf] not ( ( x_0 >= 1.6171 and ( x_2 <= -1.3636 and always[13,21] ( not ( ( x_2 <= -1.3286 and x_2 >= -0.9235 ) ) ) ) ) ) ) and x_2 >= -0.9806 )"
"( ( ( x_2 >= 0.3332 or x_2 >= 0.3332 ) or ( x_2 >= 0.3332 or x_2 >= 0.3332 ) ) until[1,28] ( ( x_2 >= 0.3332 or x_2 >= 0.3332 ) or ( x_2 >= 0.3332 or x_2 >= 0.3332 ) ) )","( ( ( x_2 >= 0.3155 or x_2 >= 0.3255 ) until[1,15] ( x_2 >= -0.1555 or x_2 >= -0.1555 ) ) and ( ( x_2 >= -0.1555 or x_2 >= -0.1555 ) or ( x_2 >= 0.4555 until[20,29] x_2 >= -0.2555 ) ) )","((x_2>= 0.1331orx_2>= 0.3383)and(x_2>= 0.3337orx_2>= 0.3999))or((x_2>= 0.0667andx_2>= 0.0699)until[12,29](x_2>= 0.3933orx_2>= 0.3999)))","( x_2 >= 0.3923 until[19,21] x_2 >= 0.3923 )","always[7,17] ( x_2 >= 0.3674 )"
( ( ( x_2 <= 0.413 or x_2 <= 0.413 ) or ( x_2 <= 0.413 or x_2 <= 0.453 ) ) or ( ( x_2 <= 0.413 or x_2 <= -0.153 ) and ( x_2 <= 0.453 and x_2 <= -0.156 ) ) ),"( ( ( x_2 <= 0.4155 or x_2 <= 0.4255 ) or ( x_2 <= -0.1555 until[1,15] x_2 <= -0.1555 ) ) or ( ( x_2 <= 0.5255 or x_2 <= -0.2555 ) or ( x_2 <= -0.2555 until[1,21] x_2 <= -0.2555 ) ) )",((x_2<= 0.3837orx_2<= 0.399)or(x_2<= 0.3937andx_0<=-0.099))or((x_2<= 0.3977andx_2<= 0.399)and(x_2<= 0.3977orx_0<=-0.099))),"( x_2 <= 0.4929 or ( x_0 <= -0.2929 until[11,13] x_1 <= -0.9229 ) )",( not ( x_0 >= -1.1668 ) or x_2 <= 0.4726 )
not ( ( ( x_2 >= 0.553 or x_2 >= 0.553 ) and ( x_2 >= 0.553 or x_2 >= 0.553 ) ) ),"not ( ( ( x_2 >= 0.5255 and x_2 >= 0.5255 ) or ( x_2 >= -0.2555 until[1,21] x_2 >= -0.2555 ) ) )",((x_2<= 0.5377orx_2<= 0.5397)and(x_2<= 0.5377orx_2<= 0.599))or((x_2<= 0.5977andx_2<= 0.599)and(x_2<= 0.5977andx_2<= 0.599))),( x_2 <= 0.5929 or x_2 <= 0.5923 ),not ( not ( x_2 <= 0.5928 ) )
"( ( ( x_2 >= 0.1332 or x_2 >= 0.033 ) or ( x_2 >= 0.1332 or x_2 >= 0.2332 ) ) until[1,28] ( ( x_2 >= -0.1332 or x_2 >= 0.1342 ) or ( x_2 >= 0.1342 or x_2 >= 0.134 ) ) )","( ( ( x_2 >= -0.0515 or x_2 >= -0.0555 ) until[1,19] ( x_2 >= -0.1115 until[11,21] x_2 >= -0.1555 ) ) or ( ( x_2 >= 0.1555 until[15,25] x_2 >= -0.0555 ) until[11,21] ( x_2 >= -0.1555 and x_2 >= -0.1555 ) ) )","((x_2>=-0.0331orx_2>= 0.0363)and(x_2>= 0.0337orx_2>= 0.0399))or((x_2>= 0.0367until[12,29]x_2>= 0.0386)until[12,29](x_2>= 0.0337orx_2>= 0.0399)))","( x_2 >= -0.0929 until[19,21] x_2 >= 0.0922 )","( x_2 >= -0.7655 until[17,19] x_2 >= 0.0694 )"
not ( ( ( x_2 >= -0.133 or x_2 >= -0.036 ) and ( x_2 >= -0.066 or x_2 >= -0.066 ) ) ),"not ( ( ( x_2 >= -0.2155 or x_2 >= -0.2115 ) or ( x_2 >= -0.2115 until[1,19] x_2 >= -0.2055 ) ) )",((x_2<=-0.1377orx_2<=-0.138)and(x_2<=-0.1337orx_2<=-0.139))or((x_2<=-0.0377andx_2<=-0.239)and(x_2<=-0.0377andx_2<=-0.239))),( x_2 <= -0.1929 and x_2 <= -0.8222 ),not ( x_2 >= -0.1672 )
"eventually[25,30] ( eventually[23,30] ( not ( x_2 <= 0.2931 ) ) )","eventually[29,34] ( eventually[1,21] ( ( ( x_2 >= 0.2155 or x_2 >= -0.0555 ) or eventually[29,33] ( x_2 >= 0.2225 ) ) ) )","ventually[10,28](eventually[10,13]((((x_2>= 0.0661orx_2>= 0.0667)and(x_2>= 0.0337orx_2>= 0.0699))or((x_2>= 0.0661until[10,19]x_2>= 0.0296)and(x_2>= 0.0337orx_2>= 0.0699)))))","eventually[19,inf] ( x_2 >= 0.2629 )","eventually[13,inf] ( ( ( x_2 >= 0.8735 until[1,4] x_2 >= 0.1792 ) or x_2 >= 0.2877 ) )"
( ( ( x_2 <= 0.553 or x_2 <= 0.553 ) or ( x_2 <= 0.553 or x_2 <= 0.553 ) ) and ( ( x_2 <= 0.553 or x_2 <= -0.153 ) or ( x_2 <= 0.553 or x_2 <= 0.556 ) ) ),"( ( ( x_2 <= 0.5255 or x_2 <= 0.5255 ) or ( x_2 <= -0.1555 until[1,15] x_2 <= -0.1555 ) ) or ( ( x_2 <= 0.5555 or x_2 <= -0.2555 ) or ( x_2 <= -0.5555 until[1,21] x_2 <= -0.2555 ) ) )",((x_2<= 0.5377orx_2<= 0.589)or(x_2<= 0.5377andx_2<= 0.599))or((x_2<= 0.5967andx_2<= 0.599)and(x_2<= 0.5977orx_0<=-0.099))),"( x_2 <= 0.5929 or ( x_1 <= -0.2929 until[11,13] x_0 <= -0.2923 ) )","( x_2 <= 0.6059 or eventually[0,17] ( x_0 <= -1.5162 ) )"
( ( ( x_2 <= -0.665 or x_2 <= -0.656 ) or ( x_2 <= -0.656 or x_2 <= -0.666 ) ) and ( ( x_2 <= -0.666 or x_2 <= -0.666 ) or ( x_2 <= -0.666 or x_2 <= -0.666 ) ) ),"( ( ( x_2 <= -0.7155 or x_2 <= -0.7555 ) and ( x_2 <= -0.7555 or x_2 <= -0.7555 ) ) until[1,10] ( ( x_2 <= -0.7555 or x_2 <= -0.7555 ) or ( x_2 <= -0.7555 until[2,20] x_2 <= -0.7555 ) ) )",((x_2<=-0.7377andx_2<=-0.788)or(x_2<=-0.7337andx_2<=-0.699))and((x_2<=-0.6977orx_2<=-0.699)and(x_2<=-0.6977andx_2<=-0.699))),"( x_2 <= -0.6929 until[1,10] x_2 <= -0.7929 )",not ( x_2 >= -0.72 )
"( ( ( x_2 <= -0.566 or x_2 <= -0.566 ) and ( x_2 <= -0.566 or x_2 <= -0.566 ) ) until[2,18] ( ( x_2 <= -0.566 or x_2 <= -0.666 ) or ( x_2 <= -0.566 or x_2 <= -0.5662 ) ) )","( ( ( ( x_2 <= -0.5155 or x_2 <= -0.6155 ) or ( x_2 <= -0.5555 or x_2 <= -0.5555 ) ) until[1,19] ( ( x_2 <= -0.5555 or x_2 <= -0.5555 ) and ( x_2 <= -0.5555 or x_2 <= -0.5555 ) ) ) until[1,19] ( ( ( x_2 <= -0.5555 or x_2 <= -0.5555 ) or ( x_2 <= -0.5555 or x_2 <= -0.5555 ) ) or ( ( x_2 <= -0.5555 or x_2 <= -0.5555 ) or ( x_2 <= -0.5555 or x_2 <= -0.5555 ) ) ) )","(((x_2<=-0.5377andx_2<=-0.589)and(x_2<=-0.3837orx_2<=-0.299))or((x_2<=-0.3967andx_2<=-0.399)and(x_2<=-0.3937andx_2<=-0.399)))until[10,19](((x_2<=-0.6637orx_2<=-0.699)and(x_2<=-0.6637andx_2<=-0.699))or((x_2<=-0.6637andx_2<=-0.699)and(x_2<=-0.6937andx_2<=-0.699))))","( x_2 <= -0.6922 until[19,21] ( x_2 <= -0.6222 or x_1 <= -1.2222 ) )","( ( x_2 >= 0.5519 or x_2 <= -0.2558 ) and ( x_2 >= -2.1553 until[9,inf] x_2 <= -0.7208 ) )"
"( ( ( x_2 >= -0.333 or x_0 >= -0.333 ) and ( x_2 >= -0.333 or x_0 >= -0.333 ) ) until[1,inf] ( ( x_1 >= -0.166 or x_1 >= -0.126 ) or ( x_2 >= -0.2632 until[15,23] x_0 >= -0.333 ) ) )","( ( ( ( x_2 >= -0.0055 or x_2 >= -0.0055 ) or ( x_0 <= -0.1055 and x_2 >= -0.0055 ) ) or ( ( x_2 >= -0.0055 and x_2 >= -0.0555 ) and ( x_2 >= -0.0555 and x_2 >= -0.0555 ) ) ) until[1,19] ( ( ( x_0 <= -0.0525 or x_2 >= -0.0555 ) or ( x_2 >= -0.0555 and x_2 >= -0.0555 ) ) or ( ( x_2 >= -0.0555 and x_2 >= -0.0555 ) until[15,22] ( x_2 >= -0.0555 or x_2 >= -0.0555 ) ) ) )","(((x_2>=-0.0637orx_2>=-0.066)and(x_2>=-0.0637orx_1<=-0.166))or((x_2>=-0.0667andx_2>=-0.066)and(x_0>=-0.0637andx_2>=-0.066)))until[1,19](((x_2>=-0.0637orx_2>=-0.066)or(x_0>=-0.0637andx_2>=-0.066))or((x_2>=-0.0637andx_2>=-0.066)and(x_0>=-0.0637andx_2>=-0.099))))",( ( x_2 >= -0.5222 or x_0 >= -0.6929 ) and x_1 <= -1.2299 ),"not ( ( always[0,15] ( not ( always ( ( not ( not ( eventually[13,20] ( ( x_2 >= -0.3941 and x_1 >= 0.0208 ) ) ) ) until[3,17] x_0 >= -0.1106 ) ) ) ) and ( x_2 <= -0.5903 or ( x_0 <= -0.2635 and x_1 >= -0.2409 ) ) ) )"
"( ( ( x_2 <= 0.333 or x_2 <= 0.333 ) or ( x_2 <= 0.353 or x_2 <= 0.433 ) ) until[22,25] ( ( x_2 <= 0.4332 or x_2 <= 0.433 ) or ( x_2 <= 0.4332 or x_2 <= 0.436 ) ) )","( ( ( ( x_2 <= -0.1555 or x_2 <= -0.1555 ) until[2,25] ( x_2 <= -0.1555 until[1,21] x_2 <= -0.1555 ) ) or ( ( x_2 <= -0.1555 or x_2 <= -0.2555 ) until[2,20] ( x_2 <= -0.2555 or x_2 <= -0.2555 ) ) ) or ( ( ( x_2 <= 0.5555 or x_2 <= -0.5555 ) or ( x_2 <= -0.5555 until[25,33] x_2 <= -0.2555 ) ) until[25,30] ( ( x_2 <= -0.5555 or x_2 <= -0.5555 ) or ( x_2 <= -0.5555 or x_2 <= -0.2555 ) ) ) )","(((x_2<=-0.1171orx_2<= 0.1997)and(x_2<= 0.1977orx_2<= 0.1997))until[10,28]((x_2<= 0.0977orx_2<= 0.0997)or(x_2<= 0.3977andx_2<= 0.3997)))or(((x_2<= 0.3977andx_2<= 0.3997)and(x_2<= 0.3977andx_2<= 0.399))until[10,29]((x_2<= 0.5977orx_2<= 0.5997)and(x_2<= 0.5977orx_2<= 0.599))))","eventually[19,21] ( x_2 <= 0.4522 )","eventually[0,18] ( eventually[14,18] ( x_2 <= 0.435 ) )"
"eventually[27,35] ( not ( ( ( x_2 <= 0.233 or x_2 <= 0.233 ) and ( x_2 <= 0.233 or x_2 <= 0.234 ) ) ) )","eventually[29,34] ( ( eventually[10,21] ( x_2 >= 0.0225 ) or eventually[25,33] ( x_1 <= 1.0525 ) ) )","ventually[10,28]((((x_2>= 0.0631orx_2>= 0.0667)until[19,29](x_2>= 0.0337orx_2>= 0.0669))oreventually[10,19]((x_2>= 0.0317until[12,21]x_2>= 0.0286))))","eventually[19,inf] ( x_2 >= 0.0929 )",eventually ( x_2 >= 0.1593 )
"always[2,inf] ( always[2,inf] ( not ( x_2 <= 0.6231 ) ) )","( ( ( ( x_2 >= -0.1525 or x_2 >= -0.1525 ) or ( x_2 >= -0.1225 or x_2 <= -0.2225 ) ) or ( ( x_2 >= -0.2225 or x_2 >= -0.2225 ) or ( x_2 >= -0.2225 or x_2 >= -0.2225 ) ) ) until[29,33] always[2,15] ( always[15,20] ( ( x_2 >= 0.6555 and x_2 >= 0.6555 ) ) ) )","lways[10,inf]((((x_2>= 0.5111orx_2>= 0.5166)or(x_2>= 0.0631orx_2>= 0.0699))and((x_2>= 0.6131orx_2>= 0.0699)or(x_2>= 0.6631until[10,19]x_0>=-0.0699))))","always[19,inf] ( x_2 >= 0.6523 )","always[8,inf] ( not ( x_2 <= 0.6122 ) )"
not ( ( ( x_2 >= -0.353 or x_2 >= -0.356 ) or ( x_2 >= -0.366 and x_2 >= -0.366 ) ) ),"not ( ( ( x_2 >= -0.4155 or x_2 >= -0.4255 ) or ( x_2 >= -0.4155 until[10,22] x_2 >= -0.5225 ) ) )",((x_2<=-0.3377orx_2<=-0.393)and(x_2<=-0.3937orx_2<=-0.399))or((x_2<=-0.3977andx_2<=-0.399)and(x_2<=-0.3977andx_2<=-0.399))),( x_2 <= -0.3929 and x_2 <= -0.4922 ),not ( x_2 >= -0.3872 )
"( ( ( x_2 >= 0.5332 or x_2 >= 0.5332 ) or ( x_2 >= 0.5332 or x_2 >= 0.5332 ) ) until[15,23] ( ( x_2 >= 0.5532 or x_2 >= 0.5532 ) or ( x_2 >= 0.6532 or x_2 >= 0.5232 ) ) )","( ( ( x_2 >= -0.1555 or x_2 >= 0.5555 ) until[1,21] ( x_2 >= 0.6255 or x_2 >= -0.2555 ) ) and ( ( x_2 >= 0.5555 or x_2 >= -0.2555 ) or ( x_2 >= 0.5555 until[25,33] x_2 >= -0.4555 ) ) )","((x_2>= 0.5111orx_2>= 0.5299)and(x_2>= 0.5331orx_2>= 0.5699))until[10,28]((x_2>= 0.5631orx_2>= 0.5999)or(x_2>= 0.6637until[12,29]x_2>= 0.6699)))","eventually[16,18] ( x_2 >= 0.6623 )","always[13,19] ( not ( x_2 <= 0.6306 ) )"
( ( ( x_2 <= -0.565 or x_2 <= -0.556 ) or ( x_2 <= -0.556 or x_2 <= -0.566 ) ) and ( ( x_2 <= -0.566 or x_2 <= -0.566 ) or ( x_2 <= -0.566 or x_2 <= -0.566 ) ) ),"( ( ( x_2 <= -0.6155 or x_2 <= -0.6555 ) and ( x_2 <= -0.6555 or x_2 <= -0.6555 ) ) until[1,19] ( ( x_2 <= -0.5555 or x_2 <= -0.5555 ) or ( x_2 <= -0.5555 until[2,20] x_2 <= -0.5555 ) ) )",((x_2<=-0.5877orx_2<=-0.589)and(x_2<=-0.5837orx_2<=-0.599))or((x_2<=-0.5977andx_2<=-0.599)and(x_2<=-0.5977andx_2<=-0.599))),"( x_2 <= -0.5922 until[10,12] x_2 <= -0.5923 )","( x_2 <= -0.5915 until[4,18] x_2 <= -0.2794 )"
"( ( ( ( ( x_1 <= -0.133 or x_1 <= -0.133 ) or ( x_1 <= -0.134 or x_1 >= -0.134 ) ) or ( ( x_1 <= -0.154 or x_1 >= -0.154 ) or ( x_1 >= -0.134 or x_1 >= -0.134 ) ) ) until[2,inf] ( ( ( x_1 <= -0.134 or x_1 <= -0.134 ) or ( x_1 <= -0.1342 or x_1 >= -0.144 ) ) or ( ( x_1 <= -0.1342 or x_2 <= -0.144 ) or ( x_1 <= -0.144 or x_2 <= -0.144 ) ) ) ) or ( ( ( ( x_1 <= -0.1662 or x_2 <= -0.164 ) or ( x_1 <= -0.164 or x_1 <= -0.064 ) ) until[2,inf] ( ( x_1 <= -0.166 or x_2 <= -0.166 ) or ( x_1 <= -0.166 or x_2 <= -0.166 ) ) ) until[2,inf] not ( not ( ( x_2 >= -0.166 or x_2 >= -0.166 ) ) ) ) )","( ( ( ( x_2 <= -0.0055 or x_2 <= -0.2225 ) or ( x_2 <= -0.0225 or x_1 <= -0.2225 ) ) or ( ( x_2 <= -0.0525 or x_1 <= -0.0225 ) until[29,32] ( x_2 <= -0.0525 or x_2 <= -0.0525 ) ) ) or ( ( ( x_2 <= -0.0525 or x_2 <= -0.2225 ) until[29,32] ( x_2 <= -0.0555 until[25,32] x_2 <= -0.0555 ) ) or ( ( x_2 <= -0.2225 until[25,32] x_2 <= -0.0555 ) or ( x_2 <= -0.2555 until[25,30] x_2 <= -0.0555 ) ) ) )","((((x_2<=-0.0331orx_2<=-0.0397)or(x_1<=-0.0337andx_1<=-0.1397))or((x_1<=-0.0037andx_1<=-0.0397)and(x_1<=-0.0037andx_1<=-0.0397)))until[10,inf](((x_1<=-0.0331orx_2<=-0.0337)or(x_2<=-0.0337andx_2<=-0.0333))or((x_2<=-0.0337orx_2<=-0.0393)and(x_2<=-0.0337orx_2<=-0.039))))oreventually[10,inf]((((x_2<=-0.0337orx_1<=-0.0333)or(x_2<=-0.0337andx_2<=-0.039))or((x_2<=-0.0336orx_2<=-0.0993)until[10,26](x_2<=-0.0033orx_2<=-0.099)))))","eventually[19,21] ( ( ( x_2 <= -0.1229 or x_1 <= -0.2229 ) or ( x_2 <= -0.2222 until[19,21] x_2 <= -0.2222 ) ) )","eventually[19,inf] ( ( not ( x_2 >= -0.1285 ) or x_1 <= -0.377 ) )"
( ( ( x_2 >= 0.6332 or x_2 >= 0.6332 ) or ( x_2 >= 0.6532 or x_2 >= 0.6532 ) ) and ( ( x_2 >= 0.6532 or x_2 >= 0.6532 ) or ( x_2 >= 0.6532 or x_2 >= 0.6532 ) ) ),not ( not ( ( ( x_2 >= 0.7255 or x_2 >= 0.7255 ) and ( x_2 >= 0.7255 or x_2 >= -0.2525 ) ) ) ),((x_2>= 0.5631orx_2>= 0.5999)and(x_2>= 0.6633orx_2>= 0.6999))or((x_2>= 0.6966andx_2>= 0.6999)and(x_2>= 0.6933andx_2>= 0.6999))),"( x_2 >= 0.7223 until[1,16] x_2 >= 0.7923 )","eventually[3,5] ( x_2 >= 0.7344 )"
"( ( ( ( x_2 <= -0.166 or x_2 >= -0.166 ) or ( x_2 <= -0.166 or x_2 >= -0.036 ) ) until[2,inf] ( ( x_2 <= 0.166 or x_2 >= -0.166 ) or ( x_2 <= -0.166 or x_2 >= -0.166 ) ) ) until[2,inf] ( ( ( x_2 <= -0.166 or x_2 >= -0.1662 ) or ( x_1 >= -0.166 or x_1 >= -0.166 ) ) or ( ( x_2 <= -0.166 or x_1 >= -0.166 ) or ( x_1 >= -0.166 or x_2 >= -0.0662 ) ) ) )","( ( ( ( x_2 <= -0.0055 or x_2 <= -0.0055 ) or ( x_2 <= -0.0055 and x_2 <= -0.2225 ) ) until[29,32] ( ( x_2 <= -0.0055 or x_2 <= -0.0525 ) or ( x_2 <= -0.0525 and x_2 <= -0.0525 ) ) ) until[25,30] not ( ( ( x_2 >= 0.2225 and x_2 >= -0.2225 ) or ( x_2 >= -0.2225 and x_2 >= -0.2225 ) ) ) )","(((x_2<=-0.0331orx_2<= 0.0997)and(x_2<= 0.0337orx_2<= 0.0997))or((x_2<= 0.0967andx_2<= 0.0997)and(x_2<= 0.0377andx_2<= 0.0997)))until[19,29](((x_2<= 0.0337orx_2<= 0.0997)or(x_2<= 0.0337andx_2<= 0.099))until[19,22]((x_2<= 0.0337orx_2<= 0.099)or(x_2<= 0.0337andx_2<= 0.099))))","( x_2 <= -1.0229 until[19,inf] x_2 <= 0.2229 )","( x_2 >= -2.0026 and always[19,21] ( eventually[13,18] ( eventually[12,21] ( x_2 <= 0.0876 ) ) ) )"
