0,gold formula
"( ( x_0 <= -0.2999 and ( x_0 <= -0.2229 or ( x_1 <= -0.0229 until[19,21] x_1 <= 0.4229 ) ) ) and ( x_1 <= -0.0922 and ( x_2 <= -0.2229 or ( x_1 <= -0.1929 and x_1 <= -0.1922 ) ) ) )","( always[18,inf] ( eventually[3,9] ( ( always[4,inf] ( eventually[1,inf] ( ( x_2 >= -0.7843 or x_2 <= 0.5127 ) ) ) and ( always[4,14] ( ( x_1 <= -0.3975 until x_0 <= 0.9738 ) ) until[10,17] ( ( x_2 >= -0.7581 and x_1 <= 0.3769 ) or ( x_1 <= 0.2925 or x_2 <= 1.7216 ) ) ) ) ) ) and always[14,22] ( ( not ( not ( ( ( x_2 >= -0.5831 or x_2 >= -0.6378 ) until[31,34] not ( x_0 >= 0.0906 ) ) ) ) until[15,22] always[5,inf] ( ( not ( not ( x_1 >= 0.5035 ) ) and not ( eventually ( x_1 <= 0.638 ) ) ) ) ) ) )"
"( x_2 <= 0.3299 and always[19,inf] ( ( x_1 >= -0.0229 until[19,21] x_2 <= -0.1129 ) ) )","( always ( not ( not ( ( not ( ( x_1 <= -0.1794 and x_0 >= -1.1807 ) ) or ( always[1,inf] ( x_2 <= -0.4587 ) and not ( x_2 <= 1.4486 ) ) ) ) ) ) until[24,33] always[11,inf] ( not ( ( always[16,23] ( ( not ( x_1 >= -0.0738 ) or not ( x_2 <= 0.0163 ) ) ) or ( ( not ( x_1 <= 0.1065 ) until[14,inf] ( x_2 <= 0.3973 or x_1 >= 0.3759 ) ) until[17,31] not ( not ( x_1 >= 1.7466 ) ) ) ) ) ) )"
"( ( x_2 >= 0.2229 until[19,21] ( x_0 <= -0.9929 until[19,21] x_1 >= -0.2929 ) ) until[19,21] ( x_0 <= -0.9922 until[19,21] x_2 >= 0.2922 ) )","not ( not ( ( always[28,30] ( ( ( ( x_2 >= 0.2398 and x_0 >= -1.5629 ) until[10,inf] ( x_0 >= -0.4163 until[12,30] x_0 >= -0.4792 ) ) or always[19,21] ( eventually ( x_1 <= 0.2864 ) ) ) ) and ( ( ( ( x_1 >= 0.0135 until[8,22] x_2 >= 0.637 ) and ( x_1 >= -0.9264 or x_1 <= 0.5743 ) ) until[24,29] ( ( x_0 >= -0.7184 or x_2 <= -0.0037 ) and ( x_0 <= 0.2412 or x_1 >= 0.1379 ) ) ) and always ( not ( always ( x_0 >= -1.1659 ) ) ) ) ) ) )"
"( ( x_0 <= -0.5229 or x_1 >= -0.9222 ) until[19,21] ( x_2 <= -0.2922 or x_0 <= -0.2922 ) )","( eventually[1,12] ( not ( ( not ( not ( always ( x_1 >= -0.6389 ) ) ) until[25,inf] always[0,6] ( ( ( x_1 <= 1.2582 and x_1 <= -0.1963 ) and ( x_1 <= -0.6589 until[5,19] x_1 <= -0.8616 ) ) ) ) ) ) until eventually ( not ( always[6,20] ( ( ( not ( x_2 <= -1.4805 ) or not ( x_0 >= 0.5226 ) ) and ( ( x_0 >= -0.012 until[3,inf] x_2 <= -1.1396 ) or ( x_0 >= -0.2693 or x_1 <= -1.0518 ) ) ) ) ) ) )"
"( ( x_0 >= -0.5293 until[19,21] x_1 <= -0.4923 ) until[19,21] ( x_1 <= -0.4222 until[19,21] x_1 <= -0.4922 ) )","( always[8,12] ( ( not ( not ( eventually[26,28] ( not ( x_1 >= 0.2536 ) ) ) ) and eventually[5,inf] ( not ( not ( ( x_1 <= -0.5193 until[16,18] x_1 <= -0.3888 ) ) ) ) ) ) until ( ( ( not ( ( not ( x_2 >= 1.3607 ) and ( x_2 >= 0.0857 and x_2 <= -0.0738 ) ) ) until[10,inf] not ( ( not ( x_0 >= -0.5914 ) and ( x_1 <= 1.4548 and x_0 <= -0.4685 ) ) ) ) until[1,inf] always[11,inf] ( ( eventually ( not ( x_0 >= 1.0445 ) ) or eventually ( not ( x_0 >= -0.8396 ) ) ) ) ) and not ( not ( ( ( not ( x_2 <= -1.2603 ) and ( x_1 >= 0.5905 or x_1 >= -0.9358 ) ) or always[10,inf] ( ( x_0 >= 0.9948 and x_1 >= -0.2672 ) ) ) ) ) ) )"
"( ( x_0 >= -0.0929 until[19,21] x_1 >= 0.2929 ) or ( x_2 >= 0.2922 until[19,21] x_0 >= 0.2224 ) )","not ( ( ( not ( eventually[8,14] ( eventually[2,inf] ( always[32,36] ( x_1 >= -0.2304 ) ) ) ) or ( not ( always[20,30] ( ( x_0 >= -0.1686 until[12,21] x_1 >= 0.6325 ) ) ) and always[21,33] ( always[0,inf] ( ( x_2 <= -0.1443 or x_1 <= 0.2411 ) ) ) ) ) until[8,inf] always[3,14] ( not ( not ( not ( ( x_0 >= -0.0391 until[12,21] x_0 >= 0.0335 ) ) ) ) ) ) )"
"( ( x_0 <= -0.6299 or x_2 >= -0.6229 ) until[16,18] ( x_2 >= -0.2922 or x_2 >= -0.2922 ) )","( not ( ( always[34,inf] ( always ( always[15,21] ( ( x_1 >= -0.8857 and x_0 >= -0.1832 ) ) ) ) or eventually[18,23] ( ( always[30,32] ( ( x_2 >= -0.1128 and x_0 <= -0.3894 ) ) and always[2,8] ( ( x_2 <= -0.3769 and x_2 >= -0.037 ) ) ) ) ) ) until not ( not ( ( always[4,inf] ( not ( always[13,35] ( x_2 <= 0.9075 ) ) ) or ( not ( ( x_2 <= -0.5664 and x_2 <= -0.2637 ) ) or not ( eventually ( x_2 <= 0.7988 ) ) ) ) ) ) )"
"( x_1 <= -0.4923 until[19,inf] x_1 >= -0.4922 )","always[26,35] ( not ( not ( eventually[33,35] ( ( ( eventually[7,12] ( x_1 >= -1.5662 ) until ( x_2 <= 1.2931 or x_2 >= 1.5636 ) ) and not ( ( x_1 <= -1.0155 or x_1 >= -0.502 ) ) ) ) ) ) )"
"( x_2 <= -1.2222 or ( x_0 >= -1.0222 until[16,20] x_2 <= 1.2222 ) )","( eventually[24,inf] ( not ( ( ( eventually[17,21] ( not ( x_2 <= 1.3181 ) ) until[10,26] ( ( x_0 <= -1.8852 until[11,inf] x_1 <= -1.1396 ) or ( x_1 <= 0.6753 or x_1 <= -0.294 ) ) ) and not ( ( ( x_0 >= 0.5261 and x_2 <= 0.1423 ) and ( x_2 <= 0.1109 or x_2 <= -1.4821 ) ) ) ) ) ) and ( always[15,35] ( always[27,inf] ( eventually ( ( always ( x_1 >= 2.6819 ) until[0,3] ( x_1 <= -0.5387 and x_2 <= -0.8485 ) ) ) ) ) or ( not ( ( always[5,13] ( eventually[9,14] ( x_2 >= -1.2134 ) ) and eventually[1,27] ( not ( x_0 >= 1.0392 ) ) ) ) and not ( always[1,9] ( eventually[19,inf] ( ( x_0 <= -0.8535 until[2,13] x_0 >= 2.1612 ) ) ) ) ) ) )"
"( x_2 >= -0.0229 until[19,inf] ( x_2 >= 1.5929 until[19,21] x_2 >= 0.2923 ) )","( not ( eventually[12,26] ( always[33,36] ( ( ( not ( x_1 <= 0.9918 ) and always[19,24] ( x_1 <= -1.4082 ) ) or not ( ( x_0 >= -1.3725 until[10,16] x_2 >= 1.4526 ) ) ) ) ) ) and not ( ( ( ( eventually[18,36] ( not ( x_0 <= 0.3141 ) ) and ( ( x_1 >= -1.9045 or x_1 <= 1.1164 ) or not ( x_0 <= -0.975 ) ) ) and always[26,36] ( always[33,inf] ( always[1,5] ( x_0 <= -0.3991 ) ) ) ) or ( ( ( ( x_0 <= 1.1398 until[32,36] x_0 >= -1.0101 ) or not ( x_2 <= 0.5721 ) ) or always[2,31] ( eventually[28,35] ( x_2 >= 1.312 ) ) ) and not ( always[12,inf] ( eventually[22,29] ( x_0 >= 0.5779 ) ) ) ) ) ) )"
"( x_2 <= -0.2923 until[19,inf] always[16,18] ( x_1 <= -1.2222 ) )","( always[10,inf] ( ( ( eventually[13,36] ( ( eventually[10,inf] ( x_2 <= -0.8972 ) or eventually ( x_0 <= -1.4425 ) ) ) until always[14,inf] ( not ( not ( x_1 <= 0.0161 ) ) ) ) and eventually[3,19] ( always[31,36] ( always[21,27] ( ( x_1 >= -1.5128 and x_1 <= -1.0724 ) ) ) ) ) ) and not ( eventually[7,inf] ( ( ( not ( eventually ( x_2 <= 2.1253 ) ) until[6,inf] ( ( x_1 >= -1.3324 or x_2 >= 1.061 ) and eventually[16,35] ( x_0 >= -0.3295 ) ) ) and always[3,16] ( ( ( x_1 <= 0.3414 and x_1 >= -1.5737 ) or eventually[5,inf] ( x_0 >= 1.6223 ) ) ) ) ) ) )"
( x_2 <= 1.9229 or x_2 >= -0.9229 ),"not ( not ( not ( ( ( ( ( x_2 <= -0.7984 and x_2 <= 0.2093 ) and not ( x_2 >= -0.6741 ) ) and ( ( x_1 <= 2.2258 until x_1 >= -1.7661 ) and not ( x_2 <= 2.2383 ) ) ) until[22,30] always[7,30] ( ( not ( x_0 <= 0.1856 ) and ( x_1 >= -0.9709 until[28,33] x_0 <= 0.4623 ) ) ) ) ) ) )"
"( x_2 <= -0.6929 or ( x_2 <= -0.6229 or ( x_2 <= -0.2229 until[19,21] x_2 <= -0.5929 ) ) )","eventually[9,20] ( always[28,34] ( not ( eventually[12,inf] ( always ( ( ( x_2 <= -0.8301 and x_0 >= -0.5437 ) and not ( x_2 <= 0.2155 ) ) ) ) ) ) )"
"( ( x_2 <= 0.2229 until[19,21] ( x_1 <= -0.0229 until[19,21] x_2 <= -0.2229 ) ) until[19,21] ( x_2 <= 0.4229 until[19,21] x_2 >= 0.4223 ) )","( not ( not ( not ( not ( ( ( x_2 <= 0.3531 and x_1 <= -0.3622 ) and eventually[7,inf] ( x_1 >= -0.3135 ) ) ) ) ) ) until[16,23] always[33,inf] ( always[0,5] ( always[12,25] ( not ( ( not ( x_2 <= -0.1418 ) or ( x_2 <= 0.5576 or x_2 <= 0.5721 ) ) ) ) ) ) )"
"( x_2 >= -0.6929 until[19,21] ( x_1 <= -0.9229 or ( x_0 >= -0.2929 until[19,21] x_2 >= -0.2222 ) ) )","always ( ( ( ( ( eventually[15,25] ( ( x_1 <= -1.3315 or x_2 >= -1.2046 ) ) and eventually[13,21] ( not ( x_2 <= -1.892 ) ) ) or not ( eventually[19,inf] ( ( x_2 >= 0.6639 and x_1 <= -1.2051 ) ) ) ) or not ( ( always ( not ( x_1 <= -0.942 ) ) or always[27,inf] ( ( x_0 >= -0.8673 and x_0 >= 0.8594 ) ) ) ) ) and eventually[11,inf] ( not ( eventually[31,36] ( ( ( x_1 <= -1.2331 until[1,21] x_0 <= 1.7497 ) or ( x_1 >= -0.7485 and x_2 <= -0.0712 ) ) ) ) ) ) )"
"( ( x_0 <= 0.0299 or x_2 >= -0.6229 ) or ( x_2 <= -0.5229 or ( x_2 <= -0.2229 until[19,21] x_2 <= -0.2929 ) ) )","not ( eventually ( ( ( eventually[12,31] ( ( not ( x_1 >= 1.1532 ) until[23,inf] always[11,21] ( x_2 >= -0.318 ) ) ) and always[11,16] ( always[25,34] ( always[14,31] ( x_2 <= 0.8007 ) ) ) ) and eventually[14,16] ( ( not ( ( x_1 <= 1.9239 and x_1 >= -0.9316 ) ) and ( ( x_0 >= 1.6292 or x_0 >= -0.2305 ) and not ( x_0 >= 1.3591 ) ) ) ) ) ) )"
( x_1 <= 0.9229 or ( x_1 >= -0.2229 or ( x_1 <= 0.9229 or x_2 <= -0.2229 ) ) ),"not ( eventually[4,inf] ( ( ( ( ( ( x_1 <= -0.6471 and x_2 >= 0.3197 ) and always[17,19] ( x_1 >= 0.545 ) ) until[11,17] always[31,34] ( ( x_1 >= 1.3484 and x_2 >= -1.4281 ) ) ) and not ( not ( ( x_0 >= -0.1061 and x_1 >= 0.179 ) ) ) ) until[3,9] not ( not ( ( ( x_1 >= -1.1348 and x_1 >= 0.5775 ) or not ( x_1 <= -0.4299 ) ) ) ) ) ) )"
"always[19,inf] ( ( x_2 >= 0.1929 and x_2 <= 0.1929 ) )","not ( not ( eventually[17,30] ( not ( ( ( eventually[16,inf] ( x_2 <= 0.2246 ) or ( x_0 <= -1.8907 or x_2 >= 1.5027 ) ) or ( not ( x_1 <= -0.145 ) and always[34,36] ( x_2 >= 1.3549 ) ) ) ) ) ) )"
"( ( x_0 <= -0.2299 until[19,inf] ( x_0 <= -0.0929 until[19,21] x_2 >= 0.4229 ) ) until[19,inf] ( x_0 <= -0.0929 until[19,21] x_1 <= -1.2629 ) )","eventually[11,inf] ( always[25,30] ( not ( eventually[6,inf] ( ( ( eventually[7,27] ( x_0 >= 0.4489 ) or eventually[27,33] ( x_2 <= -0.5241 ) ) or ( ( x_1 >= 1.4902 and x_2 >= -1.6883 ) or ( x_0 <= -0.2338 or x_2 <= -0.8221 ) ) ) ) ) ) )"
"always[19,inf] ( x_0 >= -0.2522 )","always[31,36] ( not ( always[13,23] ( not ( not ( ( not ( x_0 >= -0.1755 ) or not ( x_2 <= 2.2076 ) ) ) ) ) ) )"
"( ( x_2 >= -0.6299 or ( x_1 <= -0.6229 or x_0 >= -0.9229 ) ) or ( x_1 <= -0.6229 or ( x_1 <= -0.2229 until[16,18] x_2 >= -0.2229 ) ) )","( not ( always[27,35] ( ( always[9,15] ( ( ( x_2 <= -1.8829 and x_2 >= -0.8152 ) and ( x_2 <= 0.6198 until[18,32] x_2 <= -0.9523 ) ) ) and eventually[3,35] ( ( ( x_1 <= 0.4861 or x_1 <= -1.0 ) or ( x_1 >= 0.8292 or x_0 >= -1.2751 ) ) ) ) ) ) and ( eventually[33,35] ( ( ( not ( ( x_1 >= -0.2231 and x_0 <= -0.6166 ) ) or ( not ( x_1 >= 0.5551 ) or always[13,inf] ( x_1 >= 0.0684 ) ) ) or not ( always[7,28] ( ( x_0 <= -0.6617 and x_0 <= 1.3542 ) ) ) ) ) or always[15,33] ( not ( always[15,inf] ( ( ( x_0 <= 0.0804 until[20,25] x_2 <= 1.4216 ) and eventually[30,36] ( x_2 <= 0.5137 ) ) ) ) ) ) )"
"not ( ( ( x_1 <= -0.2229 until[19,21] x_2 <= -0.0229 ) until[19,21] x_2 >= 0.0229 ) )","always[27,34] ( always[15,18] ( ( eventually ( ( ( ( x_2 <= 0.6787 until[33,35] x_2 >= -1.643 ) and always[24,30] ( x_2 <= 0.0766 ) ) or ( always[12,inf] ( x_1 <= -0.7287 ) and ( x_0 >= 0.0483 or x_0 >= -2.1531 ) ) ) ) or always ( ( not ( ( x_2 <= 0.3088 and x_2 >= 0.0016 ) ) or not ( always[24,32] ( x_1 <= -0.1463 ) ) ) ) ) ) )"
"( x_1 >= -0.9999 until[19,21] always[16,inf] ( x_1 <= 0.6999 ) )","always[7,inf] ( not ( eventually ( ( eventually[23,27] ( eventually[12,26] ( eventually[3,9] ( x_1 <= -0.684 ) ) ) or ( eventually[16,21] ( ( x_2 >= -0.4198 or x_1 <= 1.0768 ) ) until[34,36] eventually[34,inf] ( not ( x_1 <= 0.8167 ) ) ) ) ) ) )"
"( x_2 >= -0.9222 or always[19,inf] ( x_1 <= 0.9922 ) )","always[17,19] ( ( not ( ( ( not ( always[21,36] ( x_0 <= -0.9672 ) ) or always[12,21] ( eventually[6,25] ( x_2 <= -1.5693 ) ) ) and ( not ( ( x_1 <= 0.8408 until[33,36] x_2 >= -0.243 ) ) or ( ( x_2 >= 0.9146 or x_2 <= -0.1646 ) and not ( x_2 >= 0.9415 ) ) ) ) ) until[23,30] not ( not ( not ( ( ( x_2 <= 0.8332 or x_1 >= 0.4775 ) until[6,inf] ( x_2 >= -0.0291 or x_2 >= -1.6075 ) ) ) ) ) ) )"
"( x_2 >= -0.5229 until[19,21] x_1 >= 0.3922 )","( not ( not ( eventually[15,22] ( ( eventually ( always[11,27] ( x_1 <= 0.2497 ) ) or ( eventually[27,32] ( x_1 >= 0.5284 ) or ( x_1 >= 0.2201 or x_0 >= 0.7975 ) ) ) ) ) ) until[0,inf] not ( ( not ( not ( not ( ( x_2 >= 0.0892 and x_1 >= 0.0728 ) ) ) ) until[16,22] ( not ( eventually[7,9] ( not ( x_0 <= 1.2107 ) ) ) or not ( ( eventually[8,17] ( x_2 <= 0.2416 ) and ( x_0 >= 1.7584 and x_0 >= 0.4583 ) ) ) ) ) ) )"
"( ( x_2 <= -0.2929 until[19,21] x_0 >= -0.2229 ) or ( x_2 <= -0.2922 until[19,21] x_2 <= -0.9922 ) )","always[12,26] ( not ( ( not ( eventually[0,30] ( eventually[28,34] ( always[1,inf] ( x_0 >= -0.1009 ) ) ) ) and not ( not ( not ( ( x_2 <= -0.6136 and x_0 <= 0.4084 ) ) ) ) ) ) )"
"( x_1 <= 0.6924 until[19,21] eventually[16,20] ( x_2 <= -0.8922 ) )","eventually[33,36] ( not ( ( not ( not ( ( not ( x_2 <= -0.7917 ) or ( x_1 >= 0.0831 and x_2 <= 0.1246 ) ) ) ) or not ( ( eventually[34,36] ( always[7,27] ( x_0 <= 0.2134 ) ) or ( always[24,inf] ( x_1 <= 0.665 ) and eventually ( x_0 >= 1.2997 ) ) ) ) ) ) )"
"( ( x_1 <= -0.0299 until[19,21] x_1 <= 0.1229 ) until[19,21] ( x_0 >= -0.1199 until[19,21] x_1 >= 0.1199 ) )","eventually ( ( not ( not ( ( not ( not ( x_1 <= 0.4224 ) ) and eventually[19,23] ( ( x_0 >= 0.0046 and x_1 <= 0.5707 ) ) ) ) ) until[5,35] eventually ( always[22,30] ( always ( eventually ( not ( x_1 <= -0.0714 ) ) ) ) ) ) )"
"( ( x_2 >= -0.7229 until[16,18] x_2 >= -0.7929 ) or ( x_0 >= 0.2929 until[16,18] x_2 >= -0.6929 ) )","always ( ( eventually ( not ( always ( ( eventually[6,inf] ( x_2 <= 0.1199 ) and ( x_0 <= 0.1719 or x_0 >= 2.1614 ) ) ) ) ) until[21,inf] always[0,inf] ( eventually[6,9] ( eventually[22,inf] ( eventually[33,36] ( ( x_0 <= 0.4029 or x_2 <= 1.0482 ) ) ) ) ) ) )"
"always[19,inf] ( always[16,inf] ( x_0 <= -0.5922 ) )","not ( eventually ( ( always[14,inf] ( eventually[33,36] ( not ( not ( x_0 >= -0.5939 ) ) ) ) or ( always[3,inf] ( ( ( x_0 <= 0.7331 until[10,25] x_0 >= 0.1032 ) and eventually[2,inf] ( x_1 <= -0.2294 ) ) ) and ( ( ( x_0 <= 1.2644 until x_0 >= 3.0391 ) until[12,25] ( x_0 >= -0.2556 or x_1 <= 0.762 ) ) or always[26,28] ( always[16,29] ( x_1 >= 0.6533 ) ) ) ) ) ) )"
"( ( x_0 >= -0.2229 or x_1 >= -1.4222 ) or ( x_0 >= -0.2222 until[19,21] ( x_1 <= -0.2222 or x_1 <= -0.2222 ) ) )","( always[33,inf] ( always[30,32] ( always[16,27] ( not ( ( not ( x_0 >= -0.596 ) and ( x_0 <= -1.6392 or x_1 <= 0.202 ) ) ) ) ) ) or not ( not ( always[32,36] ( not ( always[3,17] ( ( x_1 <= -0.3245 until[28,36] x_1 <= -1.604 ) ) ) ) ) ) )"
"( ( x_0 >= -0.5229 until[19,21] x_0 <= -0.7229 ) until[19,21] ( x_2 <= -0.5922 or x_0 >= -0.7922 ) )","( always[20,inf] ( eventually ( always[4,22] ( always[4,6] ( not ( ( x_0 >= -0.839 or x_0 <= -0.7391 ) ) ) ) ) ) until[9,17] not ( not ( ( ( eventually[2,5] ( ( x_0 <= 1.0926 or x_1 <= -1.2296 ) ) or ( not ( x_1 >= -1.5647 ) and not ( x_1 >= 0.1327 ) ) ) until[16,29] ( not ( ( x_2 >= 0.3916 and x_2 <= 2.3438 ) ) or not ( always[1,5] ( x_1 >= -2.1938 ) ) ) ) ) ) )"
"( x_2 >= -1.0229 until[19,inf] x_2 >= 0.1929 )","eventually[27,30] ( always[27,30] ( not ( not ( ( eventually[18,33] ( ( x_2 <= 2.3716 and x_2 >= 0.0503 ) ) or always[11,inf] ( ( x_1 >= 0.3068 until[23,27] x_0 >= 2.634 ) ) ) ) ) ) )"
( x_0 <= 0.9222 or ( x_1 <= 0.2922 or x_1 <= -0.2222 ) ),"always[2,25] ( always[7,inf] ( not ( ( not ( always[9,23] ( ( x_1 <= 0.815 until[19,32] x_1 <= -0.0661 ) ) ) and ( always[17,20] ( ( x_1 <= -0.0074 and x_0 >= 1.056 ) ) or not ( ( x_0 >= 0.2811 or x_0 <= 1.0457 ) ) ) ) ) ) )"
"( ( x_0 >= -0.2229 or x_1 >= -0.2922 ) until[19,21] always[16,inf] ( x_2 >= -1.2222 ) )","always ( ( ( eventually[3,23] ( not ( ( ( x_1 <= -0.3332 or x_0 <= 0.2537 ) and ( x_0 >= -0.3623 or x_0 <= 0.0182 ) ) ) ) until[8,inf] eventually ( not ( ( ( x_2 <= 1.0158 or x_1 <= 0.4559 ) and always[31,35] ( x_0 <= 0.7589 ) ) ) ) ) or ( ( eventually[4,30] ( always[18,35] ( ( x_2 >= -1.0617 until[11,18] x_0 >= -1.304 ) ) ) and not ( ( ( x_2 <= -0.7422 or x_0 >= 1.4314 ) and always[19,inf] ( x_2 <= -0.707 ) ) ) ) and ( not ( ( ( x_1 >= 0.0592 and x_2 <= 1.4973 ) or ( x_0 <= 1.5826 until x_1 <= -0.576 ) ) ) or ( always ( eventually[10,27] ( x_2 <= -1.2308 ) ) until[13,34] not ( eventually[20,33] ( x_1 >= 0.8993 ) ) ) ) ) ) )"
"( x_1 <= 1.0222 or ( x_0 <= -0.2222 until[19,21] x_1 <= 0.9222 ) )","eventually[0,14] ( not ( ( not ( ( not ( ( x_0 >= -0.2496 and x_1 >= 1.1928 ) ) or ( ( x_1 <= 0.896 and x_0 <= -0.5564 ) and not ( x_0 >= 0.7587 ) ) ) ) until[24,inf] ( ( not ( eventually[15,21] ( x_0 <= 0.5472 ) ) or always[20,inf] ( always[13,34] ( x_0 <= -0.0155 ) ) ) and ( always[9,26] ( ( x_2 >= 0.155 or x_1 >= -0.485 ) ) and always[6,26] ( ( x_2 >= 0.6875 or x_0 <= 0.7017 ) ) ) ) ) ) )"
"( x_2 <= -0.2929 until[19,inf] ( x_2 <= -0.4229 until[19,21] x_2 >= -0.4222 ) )","always ( ( ( ( eventually[14,inf] ( not ( ( x_2 >= -0.6135 and x_0 >= -0.0182 ) ) ) or not ( not ( ( x_2 >= 1.1861 or x_0 <= -0.1756 ) ) ) ) until[14,18] ( not ( eventually[6,11] ( ( x_2 <= -0.2344 and x_2 <= 0.8077 ) ) ) and ( not ( ( x_0 >= -1.1859 and x_2 <= 0.1046 ) ) and ( always[6,19] ( x_2 <= -0.3709 ) and not ( x_2 <= -0.5531 ) ) ) ) ) and eventually[5,inf] ( always[10,14] ( not ( not ( not ( x_0 <= -1.8326 ) ) ) ) ) ) )"
"( ( x_0 >= -0.6229 or x_1 >= -0.2929 ) or ( x_1 <= -0.2222 until[19,21] x_2 >= -1.2222 ) )","( eventually ( always[16,inf] ( ( not ( ( ( x_0 >= 0.4413 or x_1 >= -0.6866 ) until[1,22] not ( x_0 >= 0.5416 ) ) ) or not ( ( always ( x_0 <= 1.2402 ) and always ( x_2 <= -1.6556 ) ) ) ) ) ) until ( always[9,22] ( not ( not ( eventually[7,14] ( eventually ( x_1 <= -1.8924 ) ) ) ) ) or not ( not ( ( always[14,inf] ( eventually[9,14] ( x_0 <= -1.3943 ) ) or ( not ( x_1 <= -0.3573 ) or eventually[1,7] ( x_0 >= -0.3767 ) ) ) ) ) ) )"
"( ( x_2 <= -0.2229 until[19,21] x_1 <= -0.2229 ) or ( x_1 <= -0.2229 until[16,18] x_2 <= -0.5229 ) )","always ( eventually[25,inf] ( ( ( always[3,20] ( ( not ( x_1 >= 0.2778 ) or not ( x_0 <= 0.7781 ) ) ) or not ( ( ( x_1 <= 0.8744 and x_2 >= -0.2312 ) until[28,36] ( x_1 >= -1.3356 or x_2 <= 0.057 ) ) ) ) and ( eventually ( ( ( x_1 <= -0.7499 and x_0 >= -1.2418 ) or eventually[14,20] ( x_1 <= -0.6497 ) ) ) or ( always ( ( x_2 <= -0.7142 or x_1 >= 0.6867 ) ) until[22,35] ( not ( x_2 >= -1.6131 ) or eventually[13,29] ( x_2 <= 0.4123 ) ) ) ) ) ) )"
"( x_2 >= -1.0229 or ( x_2 >= 0.6929 until[19,21] ( x_2 >= -0.2929 or x_1 <= 0.6999 ) ) )","not ( always[15,33] ( ( always[31,34] ( ( ( not ( x_0 >= 0.2171 ) and eventually ( x_1 >= 0.6545 ) ) or ( eventually ( x_1 <= 0.947 ) and always ( x_2 <= 0.4234 ) ) ) ) until not ( ( ( ( x_0 <= -0.1705 until[15,32] x_2 >= 1.5476 ) or ( x_0 >= -0.8586 until x_2 <= -1.9402 ) ) and ( not ( x_1 <= 0.7576 ) until[7,16] ( x_1 >= -0.2542 and x_2 >= 0.8274 ) ) ) ) ) ) )"
"( ( x_1 >= -0.2229 or x_0 <= 1.8222 ) or ( x_1 >= -0.2222 or ( x_1 >= -0.2222 until[19,21] x_1 >= -0.2222 ) ) )","not ( eventually[1,inf] ( ( eventually[9,26] ( always[24,inf] ( ( ( x_1 <= 0.2389 and x_1 <= -1.0326 ) and ( x_1 <= 0.3071 and x_1 <= 1.5809 ) ) ) ) until[17,20] ( ( not ( ( x_0 >= -0.6737 and x_0 <= -1.9274 ) ) or ( not ( x_1 >= 0.2118 ) or not ( x_1 >= 1.6067 ) ) ) and ( not ( ( x_2 >= -0.7797 until[14,31] x_1 >= -0.0096 ) ) and ( not ( x_0 <= 0.7717 ) until[7,24] ( x_2 >= -1.8557 and x_0 >= 1.9938 ) ) ) ) ) ) )"
"( ( x_0 <= -0.2299 or x_0 <= -1.6229 ) or ( x_2 <= -0.2229 or ( x_2 <= -0.2222 until[16,18] x_2 <= -0.2222 ) ) )","( ( ( not ( eventually[27,29] ( not ( eventually[3,inf] ( x_0 >= 2.4754 ) ) ) ) or always[24,34] ( always[34,36] ( not ( ( x_2 <= 0.646 and x_0 >= 0.6454 ) ) ) ) ) or eventually[24,inf] ( not ( eventually[32,34] ( ( ( x_2 <= 0.491 and x_0 <= -1.7656 ) and not ( x_0 >= -0.9124 ) ) ) ) ) ) or ( always[4,9] ( always[0,14] ( not ( ( always ( x_0 <= 1.0129 ) or ( x_1 <= 0.5913 or x_2 >= -1.4147 ) ) ) ) ) and always[0,32] ( eventually[14,31] ( not ( always[17,inf] ( eventually ( x_1 >= -0.1192 ) ) ) ) ) ) )"
"always[19,inf] ( x_1 >= 0.5522 )","( not ( eventually[1,inf] ( not ( not ( not ( always[1,25] ( x_1 >= 0.5 ) ) ) ) ) ) until[12,23] ( eventually[24,30] ( always ( not ( ( ( x_1 >= -1.8996 and x_2 >= -0.1143 ) and not ( x_2 >= -0.9872 ) ) ) ) ) until not ( ( not ( not ( ( x_0 <= -0.735 or x_1 >= -1.7857 ) ) ) until not ( ( ( x_1 <= -1.3465 until[20,inf] x_0 <= -2.1453 ) or not ( x_1 <= -0.1923 ) ) ) ) ) ) )"
"( x_2 <= -0.9929 and ( x_2 >= -0.9929 until[19,21] ( x_2 >= -0.9929 until[19,21] ( x_2 >= -0.9929 until[19,21] x_1 <= -0.2922 ) ) ) )","eventually ( ( ( always[23,inf] ( ( not ( not ( x_2 <= 0.757 ) ) until[8,27] ( always ( x_2 <= 0.9261 ) and always[22,30] ( x_0 >= -1.2934 ) ) ) ) or not ( not ( ( ( x_1 <= -2.0916 until x_1 <= -0.4249 ) until[16,30] ( x_2 <= -0.4863 or x_0 >= -0.3474 ) ) ) ) ) and eventually[19,27] ( ( always[32,34] ( eventually[29,34] ( always ( x_0 >= -0.4116 ) ) ) and ( always ( ( x_2 >= 1.326 and x_2 <= -1.1277 ) ) and eventually[14,32] ( eventually[17,31] ( x_0 >= -0.4682 ) ) ) ) ) ) )"
