0,gold formula
"x_0<=-0.7577until[15,29]x_0<=-0.7287)","( x_0 <= -0.535 until[11,28] x_0 <= -0.5962 )"
x_0>= 1.0214andx_0>= 1.0277),not ( x_0 <= 1.5485 )
"x_0>= 1.0114until[14,34]x_0>= 1.0277)","( x_0 >= 1.3462 until[12,22] x_0 >= -0.535 )"
"ventually[22,29](x_0>=-0.0227)","eventually[9,29] ( x_0 >= 0.1842 )"
"ventually[24,34](eventually[15,34](x_0<= 0.2777))","eventually[14,inf] ( x_0 <= 0.3108 )"
"ventually[24,34](x_0>=-0.2777)","eventually[17,22] ( x_0 >= -0.4465 )"
x_0<=-1.0254andx_0<=-1.0277),( x_0 <= -0.1677 and x_0 <= -1.4732 )
"ventually[24,34](always[15,34](x_0>=-0.5777))","eventually[34,36] ( x_0 >= -0.6789 )"
"ventually[24,34](always[15,34](x_0>=-0.7777))",always ( x_0 >= -1.0182 )
"x_0>=-0.1244until[14,32]x_0>=-0.2277)","( x_0 >= -0.9924 until[5,15] x_0 <= 0.1459 )"
(x_0>=-1.1214orx_0>=-0.2777)or(x_0>=-0.7777orx_1>=-1.2227)),"always[17,22] ( x_0 >= -1.8984 )"
"x_0>= 0.7894until[14,29]x_0>= 1.0287)","( x_0 <= 0.216 until[0,7] x_0 >= 0.9867 )"
x_0<=-1.0254andx_0<=-0.7277),not ( x_0 >= -1.0832 )
"ventually[22,29](x_0>=-0.0277)","( x_0 >= -0.9234 until[15,26] x_0 >= -0.2442 )"
x_0>=-0.1214orx_0>=-0.2277),not ( x_0 <= -0.2052 )
x_0>=-0.6777orx_0>=-0.5777),( x_0 >= -0.6022 or x_0 >= -0.5669 )
x_0>=-1.024orx_0>=-0.0277),( x_0 <= -0.6984 or x_0 >= 1.1945 )
x_0<= 0.1254orx_0<=-0.2224),( x_0 <= 0.1014 or x_0 <= -0.8666 )
"x_0>=-0.2894until[14,29]x_0>=-0.2887)",( x_0 <= -0.4741 and x_0 >= 0.5538 )
"x_0<=-0.7577until[15,29]x_0<=-0.7777)","eventually[0,21] ( x_0 <= -0.7676 )"
x_0<=-0.1254orx_0<=-0.2227),not ( x_0 >= -0.158 )
x_0<=-0.7577andx_0<=-0.7777),not ( x_0 >= -0.7398 )
"lways[22,34](always[15,34](always[15,32]((x_0>= 0.2877orx_0>=-0.2277)))))","always[18,inf] ( x_0 >= -0.0497 )"
"x_0>= 0.6894until[14,32]x_0>= 0.7287)",( x_0 <= 0.3446 and x_0 >= 0.7493 )
"ventually[24,32](x_0<=-0.0224)","always[24,30] ( x_0 <= -0.2264 )"
"ventually[24,34](x_0>=-1.0277)","always[14,36] ( x_0 >= -1.1889 )"
x_0>=-0.1214orx_0>=-0.2277),not ( x_0 <= -0.1483 )
"lways[24,34](x_0<=-0.5777)","eventually[33,35] ( x_0 <= -0.5572 )"
"(x_0<=-1.0214andx_0<=-0.7287)until[24,32](x_0<=-0.7777andx_0<=-1.2222))","eventually[13,28] ( x_0 <= -2.1865 )"
"lways[24,34](always[15,34](((x_0>=-0.3777orx_0>=-0.2877)or(x_2>=-0.2873orx_0>=-0.287))))","always[34,inf] ( x_0 >= -0.8346 )"
x_0<= 0.7577orx_0<= 0.7777),( x_0 <= 0.6721 or x_0 <= 0.5346 )
x_0>=-0.006orx_0>=-0.0224),( x_0 >= -0.1185 or x_0 <= -0.3023 )
"ventually[24,34](x_0<= 0.2724)","always[27,32] ( x_0 <= 0.4026 )"
"x_0>=-0.2894until[14,29]x_0>=-0.2887)",( x_0 >= 0.4555 and x_0 <= -0.6383 )
"ventually[22,29](x_0>= 0.0227)","eventually[18,21] ( x_0 >= 0.2024 )"
(x_0>=-0.7777orx_0>=-1.0277)or(x_0>=-0.2777orx_0>=-0.2777)),"always[15,35] ( x_0 >= -1.4519 )"
x_0>=-0.7777orx_0>=-1.0277),not ( x_0 <= -1.1137 )
"x_0>= 1.0114until[14,34]x_0>= 1.0277)","eventually[9,30] ( x_0 >= 1.3201 )"
"ventually[24,32](x_0<=-0.0224)","eventually[33,35] ( x_0 <= 0.1188 )"
x_0>= 0.2244andx_0>= 0.2777),not ( x_0 <= 0.3998 )
x_0>=-1.0274orx_0>=-0.7777),( x_0 >= -1.3283 or x_0 >= -0.2863 )
x_0>=-0.6894andx_0>=-1.0277),"( x_0 >= -0.7817 until[25,inf] x_0 <= 0.8418 )"
x_0>=-0.1214orx_0>=-0.2277),not ( x_0 <= -0.1709 )
(x_0>=-0.7777orx_0>=-1.0277)or(x_0>=-0.2777orx_0>=-0.2777)),"eventually[2,20] ( x_0 >= -1.18 )"
"x_0>=-1.0284until[14,32]x_0>=-1.0228)",( x_0 >= 1.0645 and x_0 <= -2.0903 )
"(x_0<=-0.7777orx_0<=-1.022)until[24,34](x_0<=-0.0277orx_0<=-0.7282))","always[22,28] ( x_0 <= -1.1893 )"
"ventually[22,29](x_0>=-0.0277)","eventually[18,27] ( x_0 >= -0.3072 )"
(x_0>= 0.227orx_0>= 0.6277)or(x_0>= 0.2874orx_0>= 0.2227)),( x_0 <= 0.9984 or x_0 >= 0.1175 )
x_0>= 1.0114andx_0>= 0.7777),not ( x_0 <= 1.012 )
"x_0>= 0.7777until[24,36]x_0>= 1.0277)","eventually[21,29] ( x_0 >= 0.8355 )"
x_0>=-0.7777orx_0>=-0.7777),not ( x_0 <= -0.8527 )
x_0<= 1.0214orx_0<= 0.7777),not ( x_0 >= 1.2624 )
"lways[15,29](x_0<=-0.4277)","eventually[20,24] ( x_0 <= -0.4939 )"
x_0<= 1.0214orx_0<= 1.2277),( x_0 <= 1.0629 and x_0 >= -3.1108 )
(x_0>= 0.7277orx_0>= 1.022)or(x_0>= 0.2274orx_0<= 0.222)),( x_0 <= 1.5902 or x_0 >= -0.0156 )
x_0<= 0.7577orx_0<= 0.7777),"( x_0 <= 1.0933 until[17,21] x_0 <= 0.5651 )"
x_0>=-0.7777orx_0>=-1.0277),( x_0 >= 1.5193 or x_0 >= -1.0863 )
"x_0>=-0.0244until[14,29]x_0>=-0.2287)",( x_0 <= 0.3887 and x_0 >= -0.1091 )
(x_0>=-0.224orx_0>=-0.222)or(x_0>=-0.2294orx_0>=-0.222)),( x_0 <= 0.7132 or x_0 >= -0.8724 )
"lways[15,29](x_0<=-0.2727)","always[16,26] ( x_0 <= -0.4132 )"
x_0>=-1.0274orx_0>=-0.7777),not ( x_0 <= -1.2357 )
x_0>=-0.7777orx_0>=-1.0277),( x_0 >= -1.0825 or x_0 >= 1.1718 )
"x_0>= 0.2244until[24,32]x_0>= 0.2777)","( x_0 >= 0.2326 until[2,inf] x_0 >= 0.4605 )"
x_0<=-1.0214andx_0<=-1.0277),not ( x_0 >= -1.7507 )
x_0>= 1.0114andx_0>= 0.7777),"( x_0 >= 1.1297 until[2,26] x_0 >= 0.6079 )"
"ventually[24,34](x_0>=-0.4777)","always[17,34] ( x_0 >= -0.6792 )"
"x_0>= 0.281until[14,29]x_0>=-0.2887)","( x_0 >= 0.4799 until[4,16] x_0 <= -0.1557 )"
x_0<=-0.1254orx_0<=-0.2224),not ( x_0 >= 0.0264 )
x_0<=-1.0214andx_0<=-1.0277),not ( x_0 >= -2.265 )
x_0<=-0.7777andx_0<=-1.022),( x_0 <= -0.5719 and x_0 <= -0.9111 )
x_0>= 0.7774andx_0>= 0.7777),not ( x_0 <= 0.6429 )
"x_0>=-1.0284until[14,32]x_0>=-1.0227)",( x_0 <= -2.2062 and x_0 >= 1.1583 )
"x_0>=-0.2294until[14,32]x_0>=-0.2877)","( x_0 >= 0.1773 until[22,32] x_0 <= -0.6131 )"
x_0<= 0.1254orx_0<=-0.2224),( x_0 <= -1.3992 or x_0 <= 0.062 )
x_0<=-1.0254andx_0<=-1.0277),not ( x_0 >= -1.5479 )
x_0<=-1.0214andx_0<=-1.0277),( x_0 <= 0.266 and x_0 <= -2.1057 )
x_0>=-0.6777orx_0>=-0.7777),not ( x_0 <= -0.6874 )
x_0>= 1.0214andx_0>= 1.0277),( x_0 >= 0.2038 and x_0 >= 1.753 )
x_0>= 1.0214andx_0>= 1.2277),not ( x_0 <= 1.9469 )
x_0<= 0.7777orx_0<= 1.0227),not ( x_0 >= 0.7599 )
"x_0>= 0.7774until[24,36]x_0>= 0.7777)","always[10,23] ( x_0 >= 0.6226 )"
"ventually[24,32](x_0>=-0.2777)","eventually[8,20] ( x_0 >= -0.4324 )"
x_0<=-0.7777andx_0<=-1.022),not ( x_0 >= -0.8289 )
"x_0>=-0.2894until[14,29]x_0>=-0.2887)",( x_0 >= 0.4475 and x_0 <= -0.6426 )
"lways[24,34]((x_0<= 1.0277orx_0<= 0.7777))","eventually[17,inf] ( x_0 <= 1.0226 )"
"x_0>= 1.0114until[14,34]x_0>= 1.0277)","( x_0 >= 1.2565 until[17,30] x_0 <= 2.3461 )"
"x_0>=-0.2294until[15,31]x_0<=-0.2877)",( x_0 >= -1.5249 and x_0 <= -0.2579 )
x_0>=-0.1274orx_0>=-0.2277),( x_0 >= -0.312 or x_0 >= -0.1593 )
"x_0<=-1.0254until[15,31]x_0<=-0.7277)","( x_0 <= -0.8681 until[10,17] x_0 <= -1.3956 )"
x_0<=-0.7777andx_0<=-1.022),( x_0 <= -0.932 and x_0 <= -0.7419 )
x_0<= 1.0214orx_0<= 1.0277),"always[13,25] ( x_0 <= 1.3542 )"
x_0<=-1.0214andx_0<=-1.0277),not ( x_0 >= -1.7811 )
"(x_0>= 0.7777orx_0>= 1.022)until[14,28](x_0<= 0.2877orx_1>= 0.2877))",( x_0 >= -1.6001 and x_0 <= 0.6846 )
"(x_0>= 0.6677orx_0>=-0.6287)until[14,29](x_0>=-0.6777orx_0>=-0.2877))",( x_0 >= -1.1524 and x_0 <= 0.5692 )
x_0>= 1.0114andx_0>= 0.7777),( x_0 >= 1.1103 and x_0 >= -0.5437 )
x_0<=-0.2254andx_0<=-0.2227),( x_0 <= 1.1502 and x_0 <= -0.3365 )
x_0>= 0.7774andx_0>= 0.7777),not ( x_0 <= 0.6972 )
x_0>=-0.006orx_0>=-0.0227),( x_0 >= 0.0518 or x_0 <= 0.1706 )
"lways[22,34](always[15,34](always[15,32]((x_0>= 0.2877orx_0>= 0.2877))))","always[3,inf] ( x_0 >= 0.1135 )"
(x_0>=-0.227orx_0>=-0.6277)or(x_0>=-0.2294orx_0>=-0.222)),( x_0 <= 0.1542 or x_0 >= -1.2822 )
"x_0>=-0.2294until[14,29]x_0>=-0.2877)",( x_0 >= -0.1913 and x_0 <= -0.5473 )
"ventually[24,34](always[15,34](((x_0>=-0.7777orx_2>=-0.7777)or(x_0>=-0.2873orx_0>=-0.287))))","eventually[20,inf] ( x_0 >= -0.9047 )"
x_0<= 1.0214orx_0<= 0.7777),not ( x_0 >= 1.0416 )
x_0>=-0.1274orx_0>=-0.2777),not ( x_0 <= -0.3712 )
"ventually[22,34](always[15,34](x_0>=-0.0777))","eventually[31,36] ( x_0 >= -0.3682 )"
"x_0>= 0.6894until[14,29]x_0>= 0.7287)",( x_0 <= -0.4488 and x_0 >= 0.9181 )
x_0>= 0.2874andx_0>= 0.5777),( x_0 >= 0.5041 and x_0 >= -0.0611 )
x_0>=-0.1214orx_0>=-0.2227),( x_0 >= 0.0241 until x_0 >= -1.1382 )
x_0<=-1.0214andx_0<=-1.0277),"( x_0 <= -0.5337 until[7,10] x_0 <= -1.8033 )"
"lways[24,34]((x_0>= 1.1274until[24,36]x_0>= 0.7777))",always ( x_0 >= 0.9352 )
x_0>= 0.1214orx_0>=-0.2227),( x_0 >= 0.572 or x_0 >= 0.1215 )
"x_0>=-0.7999until[14,32]x_0>=-1.0228)",( x_0 >= 0.3059 and x_0 <= -1.3286 )
x_0>=-1.0274orx_0>=-0.7777),( x_0 >= 0.3538 or x_0 >= -1.3613 )
x_0<= 0.1254orx_0<=-0.2224),not ( x_0 >= 0.0939 )
x_0>= 0.5574andx_0>= 0.5777),not ( x_0 <= 0.5611 )
x_0>= 1.2214andx_0>= 1.2227),not ( x_0 <= 2.6931 )
x_0<= 0.6284orx_0>= 0.7777),( x_0 >= 1.5425 or x_0 <= 0.418 )
x_0>= 1.0214andx_0>= 1.0277),"eventually[2,19] ( x_0 >= 1.5726 )"
x_0<=-0.7777andx_0<=-1.022),not ( x_0 >= -0.9363 )
"lways[24,34]((x_0<= 1.0277orx_0<= 0.7777))","eventually[19,inf] ( x_0 <= 1.0258 )"
"ventually[24,32](x_0>=-0.0277)","always[0,32] ( x_0 >= -0.3596 )"
"ventually[24,34](eventually[15,29](x_0<= 0.0227))","eventually[13,inf] ( x_0 <= 0.0126 )"
x_0>=-0.1214orx_0>=-0.2277),not ( x_0 <= -0.1903 )
"ventually[22,34](always[15,34](always[15,34]((x_0>=-0.3777orx_0>=-0.2777)))))","eventually[11,inf] ( x_0 >= -0.3366 )"
x_0<= 0.7777orx_0<= 1.0277),( x_0 <= 0.0192 or x_0 <= 0.8532 )
x_0<= 0.7577orx_0<= 0.7777),( x_0 >= 3.0346 or x_0 <= 0.6629 )
x_0<= 0.7777orx_0<= 1.0277),( x_0 <= 0.3031 or x_0 <= 0.9372 )
x_0<= 0.7577orx_0<= 0.7777),"always[14,17] ( x_0 <= 0.6628 )"
x_0<=-0.7777andx_0<=-1.022),( x_0 <= -2.0239 or x_0 <= -0.9062 )
x_0<= 1.0214orx_0<= 0.7777),not ( x_0 >= 1.117 )
"lways[15,28](x_0<= 0.7777)","always[23,25] ( x_0 <= 0.7128 )"
"x_0>=-0.0244until[14,29]x_0>=-0.2287)","( x_0 <= 0.3045 until[3,25] x_0 >= -0.1925 )"
"x_0>= 0.6894until[14,29]x_0>= 0.7287)",( x_0 >= 0.933 and x_0 <= -0.4 )
"ventually[24,34](always[15,34](x_0>=-0.2777))","eventually[34,36] ( x_0 >= -0.5754 )"
x_0>=-0.1214orx_0>=-0.2227),( x_0 >= -0.3031 until x_0 >= -0.0504 )
"ventually[22,29](x_0>=-0.0224)","( x_0 >= -0.586 until[26,inf] x_0 >= 0.205 )"
"x_0>= 0.7894until[14,32]x_0>= 1.0287)","( x_0 >= 0.7763 until[15,24] x_0 <= 1.097 )"
"ventually[22,29](eventually[15,29](((x_0>=-0.1837orx_0>=-0.2287)or(x_0>=-0.2834orx_2>=-0.288))))","eventually[16,inf] ( x_0 >= 0.189 )"
"x_0>= 0.8894until[14,29]x_0>= 1.0287)",( x_0 >= 1.143 and x_0 <= -0.1652 )
(x_0>=-1.1274orx_0>=-0.7277)or(x_0>=-0.7777orx_0>=-1.222)),not ( x_0 <= -1.6681 )
"ventually[15,29](x_0<= 0.0224)","eventually[12,27] ( x_0 <= 0.1256 )"
(x_0>=-0.014orx_0>=-0.0227)or(x_0>=-0.2294orx_0>=-0.2227)),( x_0 >= -0.2991 or x_0 <= 0.4153 )
"x_0<=-1.0254until[15,31]x_0<=-0.7277)","( x_0 <= -1.2367 until[25,30] x_0 <= -0.7657 )"
"ventually[15,32](x_0>= 0.2777)","eventually[20,29] ( x_0 >= 0.5078 )"
x_0>=-0.2894andx_0>=-0.6777),( x_0 >= -0.7328 and x_0 <= 0.6193 )
x_0>=-0.6777orx_0>=-0.7777),( x_0 >= 0.0554 or x_0 >= -0.7349 )
x_0>= 0.7284orx_0>= 1.0227),( x_0 >= 0.8064 or x_0 <= 0.9256 )
"x_0>= 1.1214until[24,34]x_0>= 1.2277)","( x_0 >= 0.2556 until[3,36] x_0 >= 2.2741 )"
"x_0<=-1.0214until[14,31]x_0<=-1.0277)","( x_0 >= -1.2202 until[19,30] x_0 <= -1.8663 )"
x_0>=-0.2874orx_0>=-0.5777),"always[5,11] ( x_0 >= -0.6231 )"
"ventually[22,29](x_0>=-0.0227)","( x_0 >= -0.1813 until[28,30] x_0 >= -0.1846 )"
x_0>= 0.1244andx_0>= 0.2277),( x_0 >= 0.3298 or x_0 >= 2.5878 )
"x_0>= 0.1214until[24,32]x_0>= 0.2777)","eventually[2,7] ( x_0 >= 0.2878 )"
"x_0<=-0.2254until[15,29]x_0<=-0.522)","eventually[4,23] ( x_0 <= -0.5137 )"
x_0>= 0.2244andx_0>= 0.2777),not ( x_0 <= 0.3565 )
x_0>= 0.1214orx_0>= 0.2277),not ( x_0 <= 0.2114 )
"lways[24,34](always[15,34](x_0<= 0.5777))","always[7,inf] ( x_0 <= 0.689 )"
"x_0>=-0.6294until[14,31]x_0>=-0.7287)",( x_0 >= -1.2839 and x_0 <= -0.4609 )
x_0<= 0.2254orx_0<= 0.2227),not ( x_0 >= 0.2355 )
"x_0>=-1.0284until[14,31]x_0<=-0.7287)",( x_0 <= -1.388 and x_0 >= -0.588 )
"x_0<=-0.7777until[24,34]x_0<=-1.0227)","always[21,25] ( x_0 <= -0.841 )"
"x_0>= 0.7774until[24,36]x_0>= 1.0277)","always[3,16] ( x_0 >= 0.7243 )"
x_0<=-0.7577andx_0<=-0.7777),( x_0 <= -0.7515 or x_0 <= -0.7666 )
"ventually[24,34](always[15,34](x_0>=-0.5777))",always ( x_0 >= -0.8528 )
x_0>=-0.001orx_0>=-0.0224),( x_0 >= 0.1075 or x_0 <= -0.1099 )
"x_0>=-0.2894until[14,29]x_0>= 0.2887)",( x_0 <= -0.3829 and x_0 >= 0.6716 )
(x_0<= 1.0214orx_0<= 1.2227)or(x_0<= 1.2214orx_0<= 1.2227)),not ( x_0 >= 2.4763 )
"lways[24,34](eventually[15,34](x_0<=-0.0227))","eventually[28,inf] ( x_0 <= -0.4315 )"
"ventually[24,34](always[15,34](always[15,34]((x_0>=-0.3777orx_0>=-0.2777)))))","eventually[12,inf] ( x_0 >= -0.4448 )"
x_0>=-0.069orx_0>=-0.4777),( x_0 >= 0.6148 or x_0 <= -0.595 )
x_0<=-1.0254andx_0<=-0.7777),( x_0 <= -1.2213 and x_0 <= 0.1551 )
x_0>= 1.0214andx_0>= 1.2277),( x_0 >= 1.9543 and x_0 <= 1.782 )
"x_0>=-0.0244until[14,29]x_0>=-0.2229)",( x_0 <= 0.0029 and x_0 >= -0.1639 )
x_0<=-0.5577andx_0<=-0.7777),( x_0 <= -0.5205 and x_0 <= -0.1552 )
x_0<= 0.7777orx_0<= 1.0277),( x_0 <= 0.9288 or x_0 <= -0.9608 )
"lways[24,34](x_0<=-0.2224)","( x_0 <= 0.6599 until[28,inf] x_0 <= -0.5396 )"
(x_0>=-1.1214orx_0>=-1.222)or(x_0>=-1.2274orx_0>=-1.222)),not ( x_0 <= -2.709 )
x_0<=-1.0254andx_0<=-0.7277),( x_0 <= -1.3692 or x_0 <= -1.9818 )
"x_0>=-1.0284until[14,31]x_0>=-0.7287)",( x_0 <= -1.3218 and x_0 >= -0.4891 )
"ventually[24,32](x_0<= 0.0224)","eventually[32,34] ( x_0 <= 0.1437 )"
"x_0>= 0.5774until[24,36]x_0>= 0.7777)","( x_0 >= 0.5622 until[22,26] x_0 >= 0.4382 )"
x_0<=-0.7577andx_0<=-0.7777),( x_0 <= -0.5095 and x_0 <= -0.5848 )
(x_0>=-1.1214orx_0>=-0.7277)or(x_0>=-1.2277orx_0>=-0.2777)),( x_0 >= -1.8505 or x_0 >= -0.2957 )
x_0>=-0.001orx_0>=-0.0227),( x_0 >= 0.3488 or x_0 <= -0.1927 )
"(((x_0<= 0.7777until[24,34]x_2>= 0.7277)or(x_2>= 0.7777orx_2>= 0.2822))or((x_2>= 0.2814until[22,34]x_2<= 0.282)or(x_2>= 0.2714until[22,34]x_2<= 0.2722)))or(((x_2<= 0.2718until[22,34]x_2<= 0.2722)or(x_2<= 0.2711until[22,34]x_2>= 0.2722))or((x_2<= 0.2871until[22,34]x_2>= 0.2822)and(x_2>= 0.2811until[24,36]x_2>= 0.2872))))","eventually[31,34] ( x_0 <= 2.4607 )"
"x_0>= 0.2874until[24,36]x_0>= 0.5777)","eventually[2,28] ( x_0 >= 0.5802 )"
"ventually[24,34](x_0>=-0.6777)","eventually[5,29] ( x_0 >= -0.6865 )"
"ventually[22,29](x_0>=-0.0227)","always[22,33] ( x_0 >= -0.2188 )"
x_0<=-1.0254andx_0<=-0.7777),( x_0 <= -1.2216 and x_0 <= 0.2317 )
"x_0>=-0.1244until[14,32]x_0>=-0.2877)","( x_0 >= -0.3925 until[7,30] x_0 <= -0.4151 )"
"ventually[15,29](x_0<= 0.0224)","eventually[5,35] ( x_0 <= 0.075 )"
(x_0<=-1.0274orx_0<=-0.7277)or(x_1<=-0.7777orx_1<=-0.7777)),( x_0 <= -0.9223 or x_0 >= 2.0422 )
"x_0>=-0.0244until[14,29]x_0>=-0.2229)",( x_0 >= -0.3281 and x_0 <= 0.0495 )
(x_0>=-0.7274orx_0>=-0.7277)or(x_0>=-0.7774orx_0>=-0.2227)),( x_0 <= -0.1176 or x_0 >= -1.4178 )
x_0<= 0.7777orx_0<= 1.0227),( x_0 <= 0.9411 until x_0 <= 0.7174 )
x_0>=-0.1214orx_0>=-0.2277),( x_0 >= -0.1935 or x_0 >= 3.0421 )
x_0>= 1.0114andx_0>= 0.7777),not ( x_0 <= 1.1566 )
"(x_0<= 0.2284orx_0<= 0.282)until[14,28](x_0<= 0.2877orx_0<=-0.282))",( x_0 <= 0.2636 and x_0 >= -2.1268 )
"lways[24,34](always[15,34](x_0<=-0.5777))","always[15,inf] ( x_0 <= -0.4857 )"
"x_0>= 1.1214until[24,34]x_0>= 1.0277)","eventually[23,27] ( x_0 >= 1.5395 )"
x_0>= 0.7777andx_0>= 1.0277),"( x_0 >= 0.9598 until[4,inf] x_0 >= 0.3439 )"
x_0<= 0.1254orx_0<= 0.2224),not ( x_0 >= 0.1416 )
x_0>=-0.1214orx_0>=-0.2227),not ( x_0 <= 0.04 )
"x_0<= 0.2254until[24,34]x_0<= 0.282)","eventually[4,31] ( x_0 <= 0.282 )"
"x_0>= 1.1214until[24,34]x_0>= 1.2277)","always[21,23] ( x_0 >= 2.0802 )"
"(x_0<=-1.0274until[24,34]x_0<=-0.7287)until[22,34](x_0<=-0.7777until[22,34]x_0<=-1.222))","always[24,inf] ( x_0 <= -1.8163 )"
"x_0>=-0.1244until[14,32]x_0>=-0.2277)","( x_0 >= -0.8561 until[30,inf] x_0 <= -0.086 )"
"x_0>=-0.0244until[14,32]x_0>=-0.2287)","( x_0 <= 0.026 until[7,23] x_0 >= -0.6314 )"
"x_0<=-0.7777until[15,31]x_0<=-0.7777)","eventually[10,25] ( x_0 <= -0.8545 )"
"ventually[22,34](x_0>=-0.2777)","eventually[24,36] ( x_0 >= -0.3662 )"
x_0<= 0.1254orx_0<=-0.2224),( x_0 <= 0.0658 or x_0 <= -0.0622 )
"x_0>= 0.1214until[24,32]x_0>= 0.2777)","eventually[6,16] ( x_0 >= 0.229 )"
x_0<=-0.1254orx_0<=-0.2227),( x_0 <= -0.58 or x_0 <= -0.1574 )
"x_0>=-0.6294until[14,31]x_0>=-0.6287)",( x_0 >= -1.0233 and x_0 <= -0.4969 )
"x_0>= 1.0214until[14,32]x_0>= 1.0287)","( x_0 <= 0.4273 until[16,36] x_0 >= 1.9233 )"
"ventually[24,34]((x_0<= 0.5777orx_0<= 0.5777))","eventually[3,inf] ( x_0 <= 0.3508 )"
"ventually[24,34](always[15,34](x_0>=-0.7777))","always[33,35] ( x_0 >= -0.8275 )"
"ventually[15,29](x_0<=-0.0224)","( x_0 <= 0.0911 until[34,36] x_0 <= 0.5099 )"
"x_0>= 0.7774until[24,36]x_0>= 0.7777)","eventually[19,22] ( x_0 >= 0.6941 )"
"lways[15,28](x_0<= 1.0277)","eventually[16,24] ( x_0 <= 0.9112 )"
(x_0>=-0.6274orx_0>=-0.2277)or(x_0>=-0.2274orx_0>=-0.2227)),( x_0 >= -1.7315 or x_0 <= 0.9212 )
(x_0>=-0.7277orx_0>=-1.222)or(x_0>=-0.2274orx_0>=-0.222)),( x_0 >= -2.2536 or x_0 <= -0.1653 )
(x_0>=-1.1214orx_0>=-1.222)or(x_0>=-0.2777orx_0>=-1.222)),not ( x_0 <= -2.1448 )
(x_0>=-0.7777orx_0>=-1.2277)or(x_0>=-0.2777orx_0>=-0.2777)),"eventually[26,34] ( x_0 >= -1.6747 )"
(x_0<= 1.0214orx_0<= 1.2227)or(x_0<= 1.2214orx_0<= 1.2227)),"eventually[28,36] ( x_0 <= 2.2952 )"
"x_0>=-0.7999until[14,32]x_0>=-1.0228)","( x_0 >= 0.3276 until[27,inf] x_0 <= -1.5769 )"
x_0>= 1.0214andx_0>= 1.0277),not ( x_0 <= 1.3659 )
x_0<=-0.5577andx_0<=-0.7777),not ( x_0 >= -0.5243 )
x_0>= 1.0114andx_0>= 0.7777),( x_0 >= 1.1272 or x_0 >= 1.14 )
(x_0>=-1.1214orx_0>=-0.7277)or(x_0>=-1.2277orx_0>=-0.2777)),"always[1,27] ( x_0 >= -1.9289 )"
"x_0>=-0.1244until[14,32]x_0>=-0.2277)",( x_0 <= 0.1118 and x_0 >= -1.2509 )
"(x_0<=-0.7777until[24,34]x_0<=-1.0227)or(x_0<=-0.2877orx_0<=-0.2822))","always[34,36] ( x_0 <= -1.2198 )"
"x_0>= 1.0214until[14,32]x_0>= 1.0287)","( x_0 <= 0.3973 until[3,inf] x_0 >= 1.9304 )"
x_0<=-0.1254orx_0<=-0.2222),not ( x_0 >= -0.0916 )
x_0<=-1.0254andx_0<=-0.7777),not ( x_0 >= -1.1567 )
x_0>= 1.0214andx_0>= 1.0277),( x_0 >= 1.6521 and x_0 >= 1.4262 )
"x_0<=-0.1254until[24,32]x_0<=-0.2227)","eventually[8,23] ( x_0 <= -0.2621 )"
x_0<=-0.5577andx_0<=-0.7777),not ( x_0 >= -0.5463 )
"x_0>= 1.0284until[14,32]x_0>= 0.2877)",( x_0 <= -0.6004 and x_0 >= 1.3649 )
x_0>= 0.7774andx_0>= 1.0277),( x_0 >= -1.5977 and x_0 >= 0.7879 )
x_0<=-0.7577andx_0<=-0.7777),not ( x_0 >= -0.7175 )
"lways[15,28](x_0<= 0.7777)","eventually[20,32] ( x_0 <= 0.7378 )"
"lways[22,34](always[15,34](((x_0>= 0.7777orx_2>= 0.7777)until[22,34](x_0>= 0.7773orx_0>= 0.2887))))","always[31,inf] ( x_0 >= 0.8937 )"
"(x_0>= 0.5184until[24,36]x_0>= 0.7877)and(x_1>= 0.5773orx_0>= 0.2877))","( x_0 <= 1.9027 until[7,inf] x_0 >= 0.7716 )"
x_0>=-1.0274andx_0>=-1.0277),( x_0 <= 1.7836 and x_0 >= -0.9222 )
x_0>= 0.7777andx_0>= 1.0277),not ( x_0 <= 0.887 )
(x_0>=-0.224orx_0>=-0.222)or(x_0>=-0.2294orx_0>=-0.222)),( x_0 <= 0.603 or x_0 >= -0.9115 )
x_0<=-0.2254andx_0<=-0.5287),( x_0 <= -0.3413 until x_0 <= -0.4634 )
x_0>= 1.0114andx_0>= 0.7777),( x_0 >= 1.1566 and x_0 >= -0.7855 )
x_0<=-1.0254andx_0<=-1.0277),not ( x_0 >= -1.5679 )
x_0<= 0.7777orx_0<= 1.0227),"( x_0 <= 0.9008 until[4,7] x_0 <= 0.7919 )"
x_0>=-0.1274orx_0>=-0.2777),not ( x_0 <= -0.4592 )
"lways[22,inf](always[15,29](always[15,29]((x_0<=-0.2877orx_0<=-0.2222)))))","always[29,inf] ( x_0 <= -0.0015 )"
"x_0>=-0.1244until[14,32]x_0>=-0.2287)",( x_0 <= -0.0756 and x_0 >= -0.7318 )
"x_0<=-0.1254until[24,32]x_0<=-0.2227)","eventually[3,30] ( x_0 <= -0.1993 )"
"ventually[15,28](x_0<= 0.5777)","eventually[14,33] ( x_0 <= 0.4393 )"
x_0>=-0.061orx_0>=-0.0277),( x_0 <= -0.5939 or x_0 >= -0.4319 )
